,Image,Full SIDC,Hierarchy Code,Name,Geometry,Annex
1124,,GHOPPC---------,2.X.3.3.3,RECRUITMENT (WILLING),POINT,E
1125,,GHOPPCU--------,2.X.3.3.3.1,RECRUITMENT (COERCED/IMPRESSED),POINT,E
1126,,GFOPPD---------,2.X.3.3.4,DEMONSTRATION,POINT,E
1127,,GHOPPM---------,2.X.3.3.5,MINELAYING,POINT,E
1128,,GHOPPH---------,2.X.3.3.6,PSYCHOLOGICAL OPERATIONS (PSYOP),POINT,E
1129,,GHOPPHY--------,2.X.3.3.6.1,PSYOP (TV AND RADIO PROPAGANDA),POINT,E
1130,,GFOPPHW--------,2.X.3.3.6.2,PSYOP (WRITTEN PROPAGANDA),POINT,E
1131,,GFOPPHG--------,2.X.3.3.6.3,WRITTEN PROPAGANDA,POINT,E
1132,,GFOPPHT--------,2.X.3.3.6.4,HOUSE-TO-HOUSE PROPAGANDA,POINT,E
1133,,GHOPPF---------,2.X.3.3.7,FORAGING/SEARCHING,POINT,E
1134,,GHOPPS---------,2.X.3.3.8,SPY,POINT,E
1135,,GNOPPF---------,2.X.3.3.9,FOOD DISTRIBUTION,POINT,E
1136,,GNOPPI---------,2.X.3.3.10,MEDICAL TREATMENT FACILITY,POINT,E
1137,,GHOPPE---------,2.X.3.3.11,ELECTRONIC WARFARE INTERCEPT,POINT,E
1138,,GHOPPX---------,2.X.3.3.12,EXTORTION,POINT,E
1139,,GHOPPJV--------,2.X.3.3.13.1,HIJACKING (VEHICLE),POINT,E
1140,,GHOPPJA--------,2.X.3.3.13.2,HIJACKING (AIRPLANE),POINT,E
1141,,GHOPPJB--------,2.X.3.3.13.3,HIJACKING (BOAT),POINT,E
1142,,GHOPPK---------,2.X.3.3.14,KIDNAPPING,POINT,E
1143,,GFOPPA---------,2.X.3.3.15,ARREST,POINT,E
1144,,GHOPPO---------,2.X.3.3.16,DRUG OPERATION,POINT,E
1145,,GFOPIR---------,2.X.3.4.1,REFUGEES,POINT,E
1146,,GFOPIS---------,2.X.3.4.2,SAFE HOUSE,POINT,E
1147,,GHOPIG---------,2.X.3.4.3,GRAFFITI,POINT,E
1148,,GHOPIV---------,2.X.3.4.4,VANDALISM/RAPE/LOOT/ RANSACK/PLUNDER/SACK,POINT,E
1149,,GHOPIK---------,2.X.3.4.5,KNOWN INSURGENT VEHICLE,POINT,E
1150,,GHOPID---------,2.X.3.4.6,DRUG VEHICLE,POINT,E
1151,,GFOPIF---------,2.X.3.4.7,INTERNAL SECURITY FORCE,POINT,E
1152,,W-A-PL---------,3.X.1.1,LOW PRESSURE CENTRE,POINT,F
1153,,W-A-PH---------,3.X.1.2,HIGH PRESSURE CENTRE,POINT,F
1154,,W-A-PFC--------,3.X.1.3.1,COLD FRONT,LINE,F
1155,,W-A-PFCU-------,3.X.1.3.1.1,UPPER COLD FRONT,LINE,F
1156,,W-A-PFW--------,3.X.1.3.2,WARM FRONT,LINE,F
1157,,W-A-PFWU-------,3.X.1.3.2.1,UPPER WARM FRONT,LINE,F
1158,,W-A-PFO--------,3.X.1.3.3,OCCLUDED FRONT,LINE,F
1159,,W-A-PFS--------,3.X.1.3.4,STATIONARY FRONT,LINE,F
1160,,W-A-PXT--------,3.X.1.4.1,TROUGH LINE,LINE,F
1161,,W-A-PXR--------,3.X.1.4.2,RIDGE LINE,LINE,F
1162,,W-A-PXS--------,3.X.1.4.3,SQUALL LINE,LINE,F
1163,,W-A-TL---------,3.X.2.1,LIGHT TURBULENCE,POINT,F
1164,,W-A-TM---------,3.X.2.2,MODERATE TURBULENCE,POINT,F
1165,,W-A-TS---------,3.X.2.3,SEVERE TURBULENCE,POINT,F
1166,,W-A-TE---------,3.X.2.4,EXTREME TURBULENCE,POINT,F
1167,,W-A-ICL--------,3.X.3.1.1,LIGHT CLEAR ICING,POINT,F
1168,,W-A-ICM--------,3.X.3.1.2,MODERATE CLEAR ICING,POINT,F
1169,,W-A-ICS--------,3.X.3.1.3,SEVERE CLEAR ICING,POINT,F
1170,,W-A-IRL--------,3.X.3.2.1,LIGHT RIME ICING,POINT,F
1171,,W-A-IRM--------,3.X.3.2.2,MODERATE RIME ICING,POINT,F
1172,,W-A-IRS--------,3.X.3.2.3,SEVERE RIME ICING,POINT,F
1173,,W-A-IML--------,3.X.3.3.1,LIGHT MIXED ICING,POINT,F
1174,,W-A-IMM--------,3.X.3.3.2,MODERATE MIXED ICING,POINT,F
1175,,W-A-IMS--------,3.X.3.3.3,SEVERE MIXED ICING,POINT,F
1176,,W-A-W----------,3.X.4,WIND BARB,POINT,F
1177,,W-A-WJ---------,3.X.4.1,JET STREAM,LINE,F
1178,,W-A-FI---------,3.X.5.1,INSTRUMENT CEILING,AREA,F
1179,,W-A-FV---------,3.X.5.2,VISUAL CEILING,AREA,F
1180,,W-A-CC---------,3.X.6.1,CLEAR SKY (SKC),POINT,F
1181,,W-A-CS---------,3.X.6.2,SCATTERED SKY (SCT),POINT,F
1182,,W-A-CB---------,3.X.6.3,BROKEN SKY (BKN),POINT,F
1183,,W-A-CW---------,3.X.6.4,OVERCAST WITH BREAKS,POINT,F
1184,,W-A-CO---------,3.X.6.5,OVERCAST (OVC),POINT,F
1185,,W-A-CP---------,3.X.6.6,SKY OBSCURED OR PARTIALLY OBSCURED,POINT,F
1186,,W-A-PR---------,3.X.7.1,RAIN (RA),POINT,F
1187,,W-A-PRS--------,3.X.7.1.1,RAIN SHOWER,POINT,F
1188,,W-A-PRF--------,3.X.7.1.2,FREEZING RAIN (FZRA),POINT,F
1189,,W-A-PRD--------,3.X.7.1.3,DRIZZLE (DZ),POINT,F
1190,,W-A-PRDF-------,3.X.7.1.3.1,FREEZING DRIZZLE (FZDZ),POINT,F
1191,,W-A-PS---------,3.X.7.2,SNOW(SN),POINT,F
1192,,W-A-PSS--------,3.X.7.2.1,SNOW SHOWERS,POINT,F
1193,,W-A-PSG--------,3.X.7.2.2,SNOW GRAINS (SG),POINT,F
1194,,W-A-PH---------,3.X.7.3,HAIL,POINT,F
1195,,W-A-PI---------,3.X.7.4,ICE PELLETS (PE),POINT,F
1196,,W-A-PC---------,3.X.7.5,ICE CRYSTALS (IC),POINT,F
1197,,W-A-ST---------,3.X.8.1,THUNDERSTORMS (TS),POINT,F
1198,,W-A-STR--------,3.X.8.1.1,THUNDERSTORM (TS) WITH RAIN(RA) ,POINT,F
1199,,W-A-STF--------,3.X.8.1.2,FUNNEL CLOUD (FC)/TORNADO/WATERSPOUT,POINT,F
1200,,W-A-STL--------,3.X.8.1.3,LIGHTNING (LTG),POINT,F
1201,,W-A-SST--------,3.X.8.2.1,TROPICAL STORM,POINT,F
1202,,W-A-SSH--------,3.X.8.2.2,HURRICANE,POINT,F
1203,,W-A-OS---------,3.X.9.1,BLOWING SNOW (BLSN),POINT,F
1204,,W-A-OF---------,3.X.9.2,FOG (FG),POINT,F
1205,,W-A-OFF--------,3.X.9.2.1,FREEZING FOG (FZFG),POINT,F
1206,,W-A-OT---------,3.X.9.3,DUST/SAND STORM,POINT,F
1207,,W-A-OD---------,3.X.9.4,DUST DEVIL,POINT,F
1208,,W-A-OK---------,3.X.9.5,SMOKE (FU),POINT,F
1209,,W-A-OH---------,3.X.9.6,HAZE (HZ),POINT,F
1210,,W-A-OB---------,3.X.9.7,BLOWING DUST OR SAND ,POINT,F
